Invoice No;Invoice Date;Party Name;City;State;Cat No;Product Description;Product Category;Quantity;Rate;Total Amt;Net Amount;TCS;Freight;Disc %;Adjustment Of Goods Return;LR No;LR Date;Transporter Name;Order No;PO No;Order Dt;Sales Person Name
JSC-02104/25-26;26.08.2025;S.K.TRADERS (INDORE) SEZ;Indore;Madhya Pradesh;4914;Acrodisc 25mm wwPTFE .45um 200pk;Pall Life Sciences;3;37062.9;111188.7;111788.7;0;600;37.00;0;53594595176;26.08.2025;BLUE DART EXPRESS LTD;SOP-02256/25-26;XP2500737/RT;23.08.2025;Jitender
JSC-02105/25-26;26.08.2025;VASCO SCIENTIFICS PVT LTD;Hyderabad;Telangana;9907-047;934-AH RTU 47MM 100/PK;461 GF Lab Catalogue;1;7174.6;7174.6;23530;0;600;42.00;0;53594597335;26.08.2025;BLUE DART EXPRESS LTD;SOP-01945/25-26,SOP-02259/25-26,SOP-02262/25-26;VSH-PO/0825/0017,VSH-PO/0825/0069,VSH-PO/0825/0070;06.08.2025;Sreenivas Mandadi
JSC-02105/25-26;26.08.2025;VASCO SCIENTIFICS PVT LTD;Hyderabad;Telangana;1004-090;GR 4 9CM 100/PK;467 CF Lab Catalogue Qualitative;1;1084.6;1084.6;;;;42.00;0;53594597335;26.08.2025;BLUE DART EXPRESS LTD;SOP-01945/25-26,SOP-02259/25-26,SOP-02262/25-26;VSH-PO/0825/0017,VSH-PO/0825/0069,VSH-PO/0825/0070;06.08.2025;Sreenivas Mandadi
JSC-02105/25-26;26.08.2025;VASCO SCIENTIFICS PVT LTD;Hyderabad;Telangana;7231;Analyslide 47mm Polystyrene 100pk;PALL LIFESCIENCE;1;11081.7;11081.7;;;;37.00;0;53594597335;26.08.2025;BLUE DART EXPRESS LTD;SOP-01945/25-26,SOP-02259/25-26,SOP-02262/25-26;VSH-PO/0825/0017,VSH-PO/0825/0069,VSH-PO/0825/0070;06.08.2025;Sreenivas Mandadi
JSC-02106/25-26;26.08.2025;GTC LABCHEM PRIVATE LIMITED;Vadodara;Gujarat;1002-090;GR 2 9.0CM 100/PK;467 CF Lab Catalogue Qualitative;5;1119.4;5597;20454;0;50;42.00;0;2,01E+11;26.08.2025;Mahavir Courier;SOP-02241/25-26;90;22.08.2025;Shishir
JSC-02106/25-26;26.08.2025;GTC LABCHEM PRIVATE LIMITED;Vadodara;Gujarat;1820-025;GF/A 2.5CM 100/PK;461 GF Lab Catalogue;5;2337.4;11687;;;;42.00;0;2,01E+11;26.08.2025;Mahavir Courier;SOP-02241/25-26;90;22.08.2025;Shishir
JSC-02107/25-26;26.08.2025;RADIANT BIOSCIENCES PRIVATE LIMITED;Pune;Maharashtra;1001-125;GR 1 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;1;1125.2;1125.2;6027;0;50;42.00;0;2,01E+11;26.08.2025;Mahavir Courier;SOP-02257/25-26;RBPO/25-26/328;24.08.2025;Ashish
JSC-02107/25-26;26.08.2025;RADIANT BIOSCIENCES PRIVATE LIMITED;Pune;Maharashtra;1454-110;GR 54 11CM 100/PK;468 CF Lab Catalogue Quantitative;1;3932.4;3932.4;;;;42.00;0;2,01E+11;26.08.2025;Mahavir Courier;SOP-02257/25-26;RBPO/25-26/328;24.08.2025;Ashish
JSC-02108/25-26;26.08.2025;JIGNESH AGENCY PVT. LTD;Vapi;Gujarat;66191ME;ME25/21 ST 0.45uM 47MM 2000/PK;Pall;1;21600;21600;25665;0;150;86.34;0;2,01E+11;26.08.2025;Mahavir Courier;SOP-02270/25-26;1061;23.08.2025;Shishir
JSC-02109/25-26;26.08.2025;DODAL ENTERPRISES(NEW);Pune;Maharashtra;GFAE047100;A/E Glass fiber Disc filter,47mm, 100/PK;PALL LIFESCIENCE;25;1700;42500;50209;0;50;83.17;0;2,01E+11;26.08.2025;Mahavir Courier;SOP-02253/25-26;W8018-P;23.08.2025;Ashish
JSC-02110/25-26;26.08.2025;BHATT CHEMI GLASS.;Mumbai;Maharashtra;10534612;903 PROTEINSAVER US 100/PK;522 Proteinsaver 903;1;14023.8;14023.8;16548;0;0;37.00;0;BHIWANDI;26.08.2025;Hand Delivery;SOP-02254/25-26;651-MUMBAI;23.08.2025;Rahul
JSC-02111/25-26;26.08.2025;THE ILECO;Chennai;Tamil Nadu;1440-012;GR 40 1.27CM 400/PK;468 CF Lab Catalogue Quantitative;20;1902.4;38048;157304;0;660;42.00;0;2,01E+11;26.08.2025;Mahavir Courier;SOP-02250/25-26;784;23.08.2025;Elumalai
JSC-02111/25-26;26.08.2025;THE ILECO;Chennai;Tamil Nadu;4251;Acro Vent 50mm PTFE .2um HB 18pk;PALL LIFESCIENCE;8;11825.1;94600.8;;;;37.00;0;2,01E+11;26.08.2025;Mahavir Courier;SOP-02250/25-26;784;23.08.2025;Elumalai
JSC-02112/25-26;26.08.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;1454-125;GR 54 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;6;4872;29232;34612;0;100;42.00;0;2,01E+11;26.08.2025;Mahavir Courier;SOP-02249/25-26;230825;23.08.2025;Shishir
JSC-02113/25-26;26.08.2025;International Scientific Instrument Co;Delhi;Delhi;3030-6461;3MM CHR 26X41CM 100/PK;470 CF Lab Catalogue Chroma Paper;8;13778.1;110224.8;131481;0;1200;37.00;0;5,01E+11;26.08.2025;TRACKON COURIERS PVT.LTD.;SOP-00996/25-26;ISIC/PO/2025-26/101 Rev-1;09.06.2025;Rakesh Ranjan
JSC-02114/25-26;26.08.2025;VASA SCIENTIFIC CO.(BANGALORE);Banglore;Karnataka;10427806;GB003 70x100MM 100/PK;Pure Cellulose Blotting Sheets;4;1505.7;6022.8;7355;0;210;37.00;0;1,00E+11;26.08.2025;TRACKON COURIERS PVT.LTD.;SOP-01692/25-26;2501994;19.07.2025;Vishnu Kiran
JSC-02115/25-26;26.08.2025;Glosil Scientific LLP;Chennai;Tamil Nadu;9913-2502;Whatman Uniflo 25mm 0.22 PVDF S 45/PK;490 EF Lab Cat Syringe Filters;10;2557.8;25578;84541;0;450;37.00;0;5,01E+11;26.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02242/25-26;GSPO/1036/25-26;22.08.2025;Elumalai
JSC-02115/25-26;26.08.2025;Glosil Scientific LLP;Chennai;Tamil Nadu;2800-228;THIMBLE ST 22x80MM 25/PK;469 CF Lab Catalogue Thimbles;5;9123.4;45617;;;;42.00;0;5,01E+11;26.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02242/25-26;GSPO/1036/25-26;22.08.2025;Elumalai
JSC-02116/25-26;26.08.2025;S.K.TRADERS (INDORE);Indore;Madhya Pradesh;1442-125;GR 42 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;25;3427.8;85695;101769;0;550;42.00;0;5,01E+11;26.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02265/25-26;PJ-PR2501744;25.08.2025;Jitender
JSC-02117/25-26;26.08.2025;CALGON SCIENTIFIC CO;Kochi;Kerala;NX025100I;Ultipor Nylon Filter Disc 25mm 100pk;PALL LIFESCIENCE;8;1073;8584;10253;0;105;76.00;0;1,00E+11;26.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02276/25-26;CS/OR/2025-26/4187R;23.08.2025;Elumalai
JSC-02118/25-26;26.08.2025;JIGNESH AGENCY PVT. LTD;Bharuch;Gujarat;6872-2504;GD/X 25/0.45 PVDF 150/PK;490 EF Lab Cat Syringe Filters;3;26491.5;79474.5;94016;0;200;37.00;0;5,01E+11;26.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02252/25-26;000604--Bharuch;23.08.2025;Shishir
JSC-02119/25-26;26.08.2025;ALLIED SCIENTIFIC PRODUCTS – KOLKATA;Kolkata;West Bengal;4602;Acrodisc 13mm SUPOR .2um gam 75pk;PALL LIFESCIENCE;1;9859.5;9859.5;24359;0;200;37.00;0;1,00E+11;26.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02245/25-26;asp/25082217;22.08.2025;Arnab
JSC-02119/25-26;26.08.2025;ALLIED SCIENTIFIC PRODUCTS – KOLKATA;Kolkata;West Bengal;4611;Acrodisc 25mm SUPOR .1um gam 50pk;PALL LIFESCIENCE;2;5292;10584;;;;37.00;0;1,00E+11;26.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02245/25-26;asp/25082217;22.08.2025;Arnab
JSC-02120/25-26;26.08.2025;JIGNESH AGENCY PVT. LTD (MUMBAI);Thane;Maharashtra;1822-110;GF/C 11CM 100/PK;461 GF Lab Catalogue;2;9784.6;19569.2;23092;0;0;42.00;0;1003057;26.08.2025;ALMEX LOGISTICS LLP;SOP-02170/25-26;3687;19.08.2025;Rahul
JSC-02121/25-26;26.08.2025;CIPLA LTD (VIKHROLI);Mumbai;Maharashtra;1821-025;GF/B 2.5CM 100/PK;461 GF Lab Catalogue;10;2995;29950;35341;0;0;40.58;0;mumbai;26.08.2025;hand delivery;SOP-02272/25-26;4800769626;25.08.2025;Rahul
JSC-02122/25-26;28.08.2025;S. V. SCIENTIFIC CO;Muzaffarnagar;Uttar Pradesh;1002-125;GR 2 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;50;1247;62350;268846;0;0;46.25;0;71096025;29.08.2025;vijay laxmi;SOP-02238/25-26;SVS/24-25 (Scheme Order);22.08.2025;Nitin
JSC-02122/25-26;28.08.2025;S. V. SCIENTIFIC CO;Muzaffarnagar;Uttar Pradesh;1004-125;GR 4 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;50;1415.2;70760;;;;45.57;0;71096025;29.08.2025;vijay laxmi;SOP-02238/25-26;SVS/24-25 (Scheme Order);22.08.2025;Nitin
JSC-02122/25-26;28.08.2025;S. V. SCIENTIFIC CO;Muzaffarnagar;Uttar Pradesh;1440-110;GR 40 11CM 100/PK;468 CF Lab Catalogue Quantitative;10;2610;26100;;;;45.96;0;71096025;29.08.2025;vijay laxmi;SOP-02238/25-26;SVS/24-25 (Scheme Order);22.08.2025;Nitin
JSC-02122/25-26;28.08.2025;S. V. SCIENTIFIC CO;Muzaffarnagar;Uttar Pradesh;1440-150;GR 40 15CM 100/PK;468 CF Lab Catalogue Quantitative;2;4222.4;8444.8;;;;46.01;0;71096025;29.08.2025;vijay laxmi;SOP-02238/25-26;SVS/24-25 (Scheme Order);22.08.2025;Nitin
JSC-02122/25-26;28.08.2025;S. V. SCIENTIFIC CO;Muzaffarnagar;Uttar Pradesh;1442-110;GR 42 11CM 100/PK;468 CF Lab Catalogue Quantitative;10;2691.2;26912;;;;45.96;0;71096025;29.08.2025;vijay laxmi;SOP-02238/25-26;SVS/24-25 (Scheme Order);22.08.2025;Nitin
JSC-02122/25-26;28.08.2025;S. V. SCIENTIFIC CO;Muzaffarnagar;Uttar Pradesh;2800-228;THIMBLE ST 22x80MM 25/PK;469 CF Lab Catalogue Thimbles;2;8363.6;16727.2;;;;46.83;0;71096025;29.08.2025;vijay laxmi;SOP-02238/25-26;SVS/24-25 (Scheme Order);22.08.2025;Nitin
JSC-02122/25-26;28.08.2025;S. V. SCIENTIFIC CO;Muzaffarnagar;Uttar Pradesh;2800-280;THIMBLE ST 28x100MM 25/PK;469 CF Lab Catalogue Thimbles;2;8270.8;16541.6;;;;46.57;0;71096025;29.08.2025;vijay laxmi;SOP-02238/25-26;SVS/24-25 (Scheme Order);22.08.2025;Nitin
JSC-02123/25-26;28.08.2025;International Scientific Instrument Co;Delhi;Delhi;1001-110;GR 1 11.0CM 100/PK;467 CF Lab Catalogue Qualitative;10;922.2;9222;810351;0;0;46.38;0;290442584;28.08.2025;DELHIVERY LIMITED;SOP-02103/25-26;ISIC/PO/2025-26/193 (Scheme Order);14.08.2025;Rakesh Ranjan
JSC-02123/25-26;28.08.2025;International Scientific Instrument Co;Delhi;Delhi;1001-125;GR 1 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;35;1055.6;36946;;;;45.59;0;290442584;28.08.2025;DELHIVERY LIMITED;SOP-02103/25-26;ISIC/PO/2025-26/193 (Scheme Order);14.08.2025;Rakesh Ranjan
JSC-02123/25-26;28.08.2025;International Scientific Instrument Co;Delhi;Delhi;1001-185;GR 1 18.5CM 100/PK;467 CF Lab Catalogue Qualitative;40;1838.6;73544;;;;46.08;0;290442584;28.08.2025;DELHIVERY LIMITED;SOP-02103/25-26;ISIC/PO/2025-26/193 (Scheme Order);14.08.2025;Rakesh Ranjan
JSC-02123/25-26;28.08.2025;International Scientific Instrument Co;Delhi;Delhi;1001-917;GR 1 46X57CM 100/PK;467 CF Lab Catalogue Qualitative;8;10150;81200;;;;45.58;0;290442584;28.08.2025;DELHIVERY LIMITED;SOP-02103/25-26;ISIC/PO/2025-26/193 (Scheme Order);14.08.2025;Rakesh Ranjan
JSC-02123/25-26;28.08.2025;International Scientific Instrument Co;Delhi;Delhi;1004-125;GR 4 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;10;1415.2;14152;;;;45.57;0;290442584;28.08.2025;DELHIVERY LIMITED;SOP-02103/25-26;ISIC/PO/2025-26/193 (Scheme Order);14.08.2025;Rakesh Ranjan
JSC-02123/25-26;28.08.2025;International Scientific Instrument Co;Delhi;Delhi;1440-125;GR 40 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;5;3236.4;16182;;;;45.70;0;290442584;28.08.2025;DELHIVERY LIMITED;SOP-02103/25-26;ISIC/PO/2025-26/193 (Scheme Order);14.08.2025;Rakesh Ranjan
JSC-02123/25-26;28.08.2025;International Scientific Instrument Co;Delhi;Delhi;1441-125;GR 41 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;20;3445.2;68904;;;;44.34;0;290442584;28.08.2025;DELHIVERY LIMITED;SOP-02103/25-26;ISIC/PO/2025-26/193 (Scheme Order);14.08.2025;Rakesh Ranjan
JSC-02123/25-26;28.08.2025;International Scientific Instrument Co;Delhi;Delhi;1442-125;GR 42 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;25;3236.4;80910;;;;45.24;0;290442584;28.08.2025;DELHIVERY LIMITED;SOP-02103/25-26;ISIC/PO/2025-26/193 (Scheme Order);14.08.2025;Rakesh Ranjan
JSC-02123/25-26;28.08.2025;International Scientific Instrument Co;Delhi;Delhi;1820-025;GF/A 2.5CM 100/PK;461 GF Lab Catalogue;5;2163.4;10817;;;;46.32;0;290442584;28.08.2025;DELHIVERY LIMITED;SOP-02103/25-26;ISIC/PO/2025-26/193 (Scheme Order);14.08.2025;Rakesh Ranjan
JSC-02123/25-26;28.08.2025;International Scientific Instrument Co;Delhi;Delhi;1820-866;GF/A 8x10IN 100/PK;461 GF Lab Catalogue;5;21030.8;105154;;;;45.43;0;290442584;28.08.2025;DELHIVERY LIMITED;SOP-02103/25-26;ISIC/PO/2025-26/193 (Scheme Order);14.08.2025;Rakesh Ranjan
JSC-02123/25-26;28.08.2025;International Scientific Instrument Co;Delhi;Delhi;1822-047;GF/C 4.7CM 100/PK;461 GF Lab Catalogue;20;3155.2;63104;;;;45.60;0;290442584;28.08.2025;DELHIVERY LIMITED;SOP-02103/25-26;ISIC/PO/2025-26/193 (Scheme Order);14.08.2025;Rakesh Ranjan
JSC-02123/25-26;28.08.2025;International Scientific Instrument Co;Delhi;Delhi;7592-104;PM 2.5 PTFE W/PP RING 50/PK;478 Lab Membranes - Catalogue;10;13073.2;130732;;;;44.23;0;290442584;28.08.2025;DELHIVERY LIMITED;SOP-02103/25-26;ISIC/PO/2025-26/193 (Scheme Order);14.08.2025;Rakesh Ranjan
JSC-02124/25-26;28.08.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;1001-110;GR 1 11.0CM 100/PK;467 CF Lab Catalogue Qualitative;50;922.2;46110;926459;0;0;46.38;0;3763;29.08.2025;shree roadlines;SOP-02123/25-26;Independence Day Scheme;15.08.2025;Shishir
JSC-02124/25-26;28.08.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;1001-125;GR 1 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;100;1055.6;105560;;;;45.59;0;3763;29.08.2025;shree roadlines;SOP-02123/25-26;Independence Day Scheme;15.08.2025;Shishir
JSC-02124/25-26;28.08.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;1001-917;GR 1 46X57CM 100/PK;467 CF Lab Catalogue Qualitative;3;10150;30450;;;;45.58;0;3763;29.08.2025;shree roadlines;SOP-02123/25-26;Independence Day Scheme;15.08.2025;Shishir
JSC-02124/25-26;28.08.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;1440-125;GR 40 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;25;3236.4;80910;;;;45.70;0;3763;29.08.2025;shree roadlines;SOP-02123/25-26;Independence Day Scheme;15.08.2025;Shishir
JSC-02124/25-26;28.08.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;1441-090;GR 41 9CM 100/PK;468 CF Lab Catalogue Quantitative;25;2262;56550;;;;45.63;0;3763;29.08.2025;shree roadlines;SOP-02123/25-26;Independence Day Scheme;15.08.2025;Shishir
JSC-02124/25-26;28.08.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;1441-125;GR 41 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;60;3445.2;206712;;;;44.34;0;3763;29.08.2025;shree roadlines;SOP-02123/25-26;Independence Day Scheme;15.08.2025;Shishir
JSC-02124/25-26;28.08.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;1442-125;GR 42 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;60;3236.4;194184;;;;45.24;0;3763;29.08.2025;shree roadlines;SOP-02123/25-26;Independence Day Scheme;15.08.2025;Shishir
JSC-02124/25-26;28.08.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;1820-047;GF/A 4.7CM 100/PK;461 GF Lab Catalogue;10;3149.4;31494;;;;45.42;0;3763;29.08.2025;shree roadlines;SOP-02123/25-26;Independence Day Scheme;15.08.2025;Shishir
JSC-02124/25-26;28.08.2025;SHREE TRADERS ( VAPI );Vapi;Gujarat;1822-090;GF/C 9CM 100/PK;461 GF Lab Catalogue;5;6942.6;34713;;;;45.29;0;3763;29.08.2025;shree roadlines;SOP-02123/25-26;Independence Day Scheme;15.08.2025;Shishir
JSC-02125/25-26;28.08.2025;VIJAY CHEMICALS;Pune;Maharashtra;1441-125;GR 41 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;1;3590.2;3590.2;4295;0;50;42.00;0;2,01E+11;28.08.2025;Mahavir Courier;SOP-02296/25-26;VC\PO\08\25-26\604;26.08.2025;Ashish
JSC-02126/25-26;28.08.2025;Raj Sales Corporation;Bhavnagar;Gujarat;1003-917;GR 3 46x57CM 100/PK;467 CF Lab Catalogue Qualitative;1;32289.6;32289.6;74546;0;450;44.00;0;2,01E+11;28.08.2025;Mahavir Courier;SOP-02255/25-26;RSC/WH/A/2308;23.08.2025;Shishir
JSC-02126/25-26;28.08.2025;Raj Sales Corporation;Bhavnagar;Gujarat;1004-070;GR 4 7CM 100/PK;467 CF Lab Catalogue Qualitative;10;929.6;9296;;;;44.00;0;2,01E+11;28.08.2025;Mahavir Courier;SOP-02255/25-26;RSC/WH/A/2308;23.08.2025;Shishir
JSC-02126/25-26;28.08.2025;Raj Sales Corporation;Bhavnagar;Gujarat;1454-110;GR 54 11CM 100/PK;468 CF Lab Catalogue Quantitative;6;3796.8;22780.8;;;;44.00;0;2,01E+11;28.08.2025;Mahavir Courier;SOP-02255/25-26;RSC/WH/A/2308;23.08.2025;Shishir
JSC-02127/25-26;28.08.2025;GTC LABCHEM PRIVATE LIMITED;Vadodara;Gujarat;1825-047;GF/F 4.7CM 100/PK;461 GF Lab Catalogue;11;10092;111012;154532;0;150;42.00;0;2,01E+11;25.08.2025;Mahavir Courier;SOP-02298/25-26;91;26.08.2025;Shishir
JSC-02127/25-26;28.08.2025;GTC LABCHEM PRIVATE LIMITED;Vadodara;Gujarat;2105-841;105 10x15CM 25x25/PK LENSTISSU;471 Lab Catalogue Speciality;2;5898.6;11797.2;;;;42.00;0;2,01E+11;25.08.2025;Mahavir Courier;SOP-02298/25-26;91;26.08.2025;Shishir
JSC-02127/25-26;28.08.2025;GTC LABCHEM PRIVATE LIMITED;Vadodara;Gujarat;NX047100I;Ultipor Nylon Filter Disc 47mm 100pk;PALL LIFESCIENCE;10;800;8000;;;;84.91;0;2,01E+11;25.08.2025;Mahavir Courier;SOP-02298/25-26;91;26.08.2025;Shishir
JSC-02128/25-26;28.08.2025;ZENITH INDIA;Guwahati;Assam;7592-104;PM 2.5 PTFE W/PP RING 50/PK;478 Lab Membranes - Catalogue;4;13595.2;54380.8;199054;0;600;42.00;0;53595004956;28.08.2025;BLUE DART EXPRESS LTD;SOP-02295/25-26;ZI/PO/W-0222/25-26;26.08.2025;Sudip
JSC-02128/25-26;28.08.2025;ZENITH INDIA;Guwahati;Assam;1442-070;GR 42 7CM 100/PK;468 CF Lab Catalogue Quantitative;1;1943;1943;;;;42.00;0;53595004956;28.08.2025;BLUE DART EXPRESS LTD;SOP-02295/25-26;ZI/PO/W-0222/25-26;26.08.2025;Sudip
JSC-02128/25-26;28.08.2025;ZENITH INDIA;Guwahati;Assam;1820-866;GF/A 8x10IN 100/PK;461 GF Lab Catalogue;5;22353.2;111766;;;;42.00;0;53595004956;28.08.2025;BLUE DART EXPRESS LTD;SOP-02295/25-26;ZI/PO/W-0222/25-26;26.08.2025;Sudip
JSC-02129/25-26;28.08.2025;VM Sciences;Banglore;Karnataka;4118;V Prep 25mm NYLON .45um 1000pk;PALL LIFESCIENCE;1;27332;27332;32960;0;600;0.00;0;53595007336;28.08.2025;BLUE DART EXPRESS LTD;SOP-02280/25-26;VMB-PO/0825/0045;26.08.2025;Vishnu Kiran
JSC-02130/25-26;28.08.2025;SAI CHEM;Alwar;Rajasthan;66191;GN6 grid .45um 47mm gam bulk 2000pk;Pall Life Science;1;21500;21500;25901;0;450;0.00;0;5,01E+11;28.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02289/25-26;56;26.08.2025;Rakesh Ranjan
JSC-02131/25-26;28.08.2025;JIGNESH AGENCY PVT. LTD (MUMBAI);Thane;Maharashtra;1001-150;GR 1 15.0CM 100/PK;467 CF Lab Catalogue Qualitative;2;1322.4;2644.8;8765;0;50;42.00;0;1,00E+11;28.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02284/25-26;3855;26.08.2025;Rahul
JSC-02131/25-26;28.08.2025;JIGNESH AGENCY PVT. LTD (MUMBAI);Thane;Maharashtra;1441-150;GR 41 15CM 100/PK;468 CF Lab Catalogue Quantitative;1;4732.8;4732.8;;;;42.00;0;1,00E+11;28.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02284/25-26;3855;26.08.2025;Rahul
JSC-02132/25-26;28.08.2025;BIOLINKK;New Delhi;Delhi;1820-047;GF/A 4.7CM 100/PK;461 GF Lab Catalogue;2;3346.6;6693.2;83763;0;250;42.00;0;5,01E+11;28.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02283/25-26;BK/PUR/7048-RR;26.08.2025;Rakesh Ranjan
JSC-02132/25-26;28.08.2025;BIOLINKK;New Delhi;Delhi;1822-047;GF/C 4.7CM 100/PK;461 GF Lab Catalogue;16;3364;53824;;;;42.00;0;5,01E+11;28.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02283/25-26;BK/PUR/7048-RR;26.08.2025;Rakesh Ranjan
JSC-02132/25-26;28.08.2025;BIOLINKK;New Delhi;Delhi;9913-2502;Whatman Uniflo 25mm 0.22 PVDF S 45/PK;490 EF Lab Cat Syringe Filters;2;2557.8;5115.6;;;;37.00;0;5,01E+11;28.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02283/25-26;BK/PUR/7048-RR;26.08.2025;Rakesh Ranjan
JSC-02132/25-26;28.08.2025;BIOLINKK;New Delhi;Delhi;9913-2504;Whatman Uniflo 25mm 0.45 PVDF S 45/PK;490 EF Lab Cat Syringe Filters;2;2551.5;5103;;;;37.00;0;5,01E+11;28.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02283/25-26;BK/PUR/7048-RR;26.08.2025;Rakesh Ranjan
JSC-02133/25-26;28.08.2025;Ajay Scientific Co.;Mumbai;Maharashtra;6874-2504;GD/X 25/0.45 PTFE 150/PK;490 EF Lab Cat Syringe Filters;2;24903.9;49807.8;90112;0;0;37.00;0;1,00E+11;28.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02299/25-26;47;26.08.2025;Rahul
JSC-02133/25-26;28.08.2025;Ajay Scientific Co.;Mumbai;Maharashtra;1444-125;GR 44 12.5CM 100/PK;468 CF Lab Catalogue Quantitative;5;3543.8;17719;;;;42.00;0;1,00E+11;28.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02299/25-26;47;26.08.2025;Rahul
JSC-02133/25-26;28.08.2025;Ajay Scientific Co.;Mumbai;Maharashtra;1823-025;GF/D 2.5CM 100/PK;461 GF Lab Catalogue;3;2946.4;8839.2;;;;42.00;0;1,00E+11;28.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02299/25-26;47;26.08.2025;Rahul
JSC-02134/25-26;28.08.2025;KLOROFIL SCIENTIFIC;Mohali;Punjab;1001-240;GR 1 24.0CM 100/PK;467 CF Lab Catalogue Qualitative;5;4234;21170;137010;0;1400;42.00;0;5,01E+11;28.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02291/25-26;klorofil/2025-26/15;26.08.2025;Nitin
JSC-02134/25-26;28.08.2025;KLOROFIL SCIENTIFIC;Mohali;Punjab;1004-125;GR 4 12.5CM 100/PK;467 CF Lab Catalogue Qualitative;5;1508;7540;;;;42.00;0;5,01E+11;28.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02291/25-26;klorofil/2025-26/15;26.08.2025;Nitin
JSC-02134/25-26;28.08.2025;KLOROFIL SCIENTIFIC;Mohali;Punjab;66191;GN6 grid .45um 47mm gam bulk 2000pk;Pall Life Science;4;21500;86000;;;;0.00;0;5,01E+11;28.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02291/25-26;klorofil/2025-26/15;26.08.2025;Nitin
JSC-02135/25-26;28.08.2025;LABORATORY EQUIPMENT STORES (COCHIN);Ernakulam;Kerala;1202-240;GR 2 FF 24CM 100/PK;332 CF Folded Pre Pleated RTU;10;9001.6;90016;292675;0;950;42.00;0;5,01E+11;28.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02301/25-26;LES25260654;27.08.2025;Elumalai
JSC-02135/25-26;28.08.2025;LABORATORY EQUIPMENT STORES (COCHIN);Ernakulam;Kerala;1820-110;GF/A 11.0CM 100/PK;461 GF Lab Catalogue;20;7853.2;157064;;;;42.00;0;5,01E+11;28.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02301/25-26;LES25260654;27.08.2025;Elumalai
JSC-02136/25-26;28.08.2025;HI-TECH SCIENTIFIC & SURGICALS;Haldwani;Uttarakhand;2800-280;THIMBLE ST 28x100MM 25/PK;469 CF Lab Catalogue Thimbles;1;8978.4;8978.4;10713;0;100;42.00;0;1,00E+11;28.08.2025;TRACKON COURIERS PVT.LTD.;SOP-02302/25-26;PO-39;28.08.2025;Nitin
JSC-02137/25-26;28.08.2025;INSPECTORATE GRIFFITH INDIA PVT.LTD(DHANBAD);Dhanbad;Jharkhand;1703-050;ASHLESS CLIPPINGS 500g/PK;471 Lab Catalogue Speciality;2;5094;10188;12022;0;0;40.00;0;53595006146;28.08.2025;BLUE DART EXPRESS LTD;SOP-02304/25-26;25006854-OP-00601;28.08.2025;Arnab
